TeamName,Score
RMatsugen,916.1
BabyCows,494.9
Midori Tatasuta,564.9
akmr,858.1
dnish,795.8
keithtyser,565.3
lxh unbound,813.8
yimin0130O_O,833.7
Kaileh57,760.4
Canon,907.4
Victor Gonzalez,927.3
kmiya61212,794.7
tsukida,514.6
aramaa_game,711.3
shawnYiB,169.9
[Deleted] d2d01a41-e61c-4d9b-b355-e1424512bf13,563.3
ShuHaya,565.0
Samyakraj Bayar,965.0
FATE GATE,220.8
CoreyJamesLevinson,718.4
Hiroyasu123,797.4
yu_gotou,723.6
Sou Hano,786.3
KDelapeace,360.3
にゅーおじ,497.6
ApoloVTGC,793.9
ぽいぽいスプラッシュ,725.3
balikin,859.3
srm463,759.0
おやつパンダ,675.2
Gururaj Krishna Sharma,665.8
V0!dR0^2t,577.6
patchgi (パッチギ),356.1
ba,678.7
yaruwo,959.9
Phu Hung Dang,733.3
Vinit,444.8
LosiSt,866.4
otomarukanta,208.1
No Free MIST Energy,302.3
Takaaki Matsuda,1023.5
Yuki Tani,617.2
Michael Long,1018.0
HCRL,698.5
Miniac,785.1
Shun Tsukuda (しゅん),626.7
YasunagaTkcNkmr,627.5
EfReI,474.7
Opallo Collins,560.2
Pichazu,869.0
HaruFu,715.0
pontamaru,661.0
Jeffrey Pike,587.7
Aib4,919.5
REX1314,336.8
LLLJ,689.3
Alyce Miki,901.6
Jake Peterson,504.6
nakayashiki697,975.0
ninjya777,585.6
まきしゅうた,345.7
Plamen,964.3
roroppu,743.8
CoorDi,281.0
asarinoyado,408.7
3as6Bl,791.9
Hase2727,652.1
Rich,557.3
Kapilraj R,867.1
Heracr0ss,304.9
zk,650.0
Kiran Vitly,356.2
hatata,916.7
himatani,761.4
Hermes Lu,287.1
PRADEEP HEBBALLI,226.1
Quentin Gense,643.4
ChawanutCharoenthammachoke,374.1
piyomaru,749.2
Jiang,975.5
mmwstudy,836.4
Muhammad Hayyan Akhtar,415.2
siguremon,510.3
Made a Beautiful Bouquet,873.2
nagiya,662.1
cmoney,805.5
MizoTake,724.6
YuyaSuzuki,910.8
瀬川尚紀（おしるこ）,351.7
D.Minami802,940.9
Hi Im Ryo,690.3
ミズゴロウ,495.3
renoyu,406.5
DAIZU,479.2
Yousef Turk,824.8
x-team,669.1
sol12378,778.9
IntelligentApe,821.8
yamy893,1150
persn,854.0
naotoyo,192.8
Charismatic Pizza Party🍕,868.1
Tomonobu Niwa,839.8
Anirudh K,1007.2
Chen Ken,486.3
taiyoooo,838.8
四月一日,806.1
kapenon,727.5
Rmy,721.9
nishiyamadaiki,669.3
Yut176,584.1
George Olteanu,567.4
Remi Wynthein,549.5
Morcillones,572.1
Rafael Montañez,741.2
AAlphaAA,612.3
SHINTARO,556.8
TEAM NIPPE,397.1
あーしこそがろりこ,242.5
TTITIM,661.6
Saito kazuki,708.2
nd77dn,531.8
ShadowCoder,817.5
Te2hiro,461.2
Kityyomu,888.5
Xiangjiang Zhou,788.9
Felipe Garcia,782.4
MinkMinkMink,463.3
Dan Ah Tou,488.9
ZEC Keita,565.9
YukihiroMaeda,729.2
SatOmOri,690.9
Alphote,611.0
Hiroki WAKAMATSU,307.3
qb,553.9
(¬‿¬),903.2
Shun,795.8
G_AGA,614.8
Chrismaghuhn,738.4
Gonzalo Asencio,568.1
Subhy Affara,534.2
openrasmus,727.2
Jack Gell,499.6
大津俊雅,554.6
Gronk,538.3
Hum1060,327.6
Hachi TCG,345.2
MASAYU KOBAYASHI,644.6
Astandri K,786.5
Mathieu Bartels,393.4
Shaun Leong,690.3
teruyukikato,482.9
nnc,735.5
hiromu matsukiyo,610.0
Justin Tang,411.0
Luca Torre,732.0
Vavilkin Alexander,791.9
bokukaraijo,796.2
夜鷹ねりあ,573.2
Millerbyte,412.0
Lizzi Ti,233.0
Zarkys,609.8
William_Rod,715.4
yk-3141,671.5
Xenon Soh,1030.1
GoodMorning,1026.4
Kev' Vervier,567.4
Jared Luboff,572.6
soraKING44,397.1
Itton_knight,627.7
Dinesh kumar Thiyagarajan,605.7
Hidden State Labs,576.0
satory074,542.0
Wisdom Dogah,777.9
kkkk,445.0
Map1e,452.6
mizu.ii,833.5
Pietro,627.9
jiku0730,609.6
piska,552.6
Yuk!,537.9
Imamu,844.9
wao zhang,988.5
hide29,381.9
uenohara-s,460.9
Nyano2525,580.9
ali rehman khan,539.0
hex,97.0
ikaikasama,754.0
ebisu_ya,950.5
Xstella,850.0
CodeAmansa,758.6
Kmart0112,567.5
野原拓也,466.5
plume013,702.1
DD Adai,641.3
Avec Dorayaki,494.1
David Tan,766.1
Articuno0144,712.3
YOYOPIpo,843.2
ごんさくよねきち,879.7
OceFFFF,477.1
chaojiwudiwujie,678.9
TrentXr4y,592.1
Yunus Emre Sarıduman,720.4
dreamtear,986.9
Emre Cirak,988.0
jun.2.tam,646.9
naisow,432.7
hoshippi,816.1
funahara,580.0
aporo_hirokichi,524.6
sekken,883.5
AFC,552.1
AJAY JAIKRISHNAN,394.7
Kakimoto Takahiro,885.3
kotatok,399.1
Prema Ananda,853.8
Spintronic,642.5
みちみちすたーきんぴか,677.7
shu-tanuma,655.0
Yosuke KOBAYASHI,500.6
Magikarp0916,851.3
hk15,602.3
Teru O.,433.1
GeniusYY,699.0
takuya noto,1089.0
f.a.nina,1034.0
Phil Franco,498.3
sbite0138,552.1
SachinChand,565.9
于笑非lilishyxf,744.7
Danik Hollatz,470.5
KIHA-X,353.5
hike_on_bush,290.9
Himi Yamato,1039.6
Vamshi Krishna Emmadi,852.4
Ai_1asy0525,764.9
sury,846.4
HaogeBob,734.5
今井大登,748.6
ko_kuramoto6,823.2
Dustin L,703.0
fabio rovai,756.7
GO HIROSHIMA 2,992.6
momoon,783.8
NAUTANAKA,508.1
Latte,767.7
YusukeSai0407,714.5
TAKUMI7775,471.7
H.Y,619.9
kinocode,595.3
MoongladeAI,580.2
knomura03,952.4
Yizhi,609.3
mamahi,325.2
MooDerEchte,925.3
PRANAY MANE,672.6
heliosli,775.0
Sohshi Nakamura,755.9
Ryosuke Inoda,305.0
Koki Funahashi,980.7
Y. Onodera,452.3
David Selin,722.6
kurota0612,995.3
Yu Kodate,218.4
Jagannath Athmaraman,789.3
sea_mountain,731.4
mojao,483.8
dolphin,865.0
ZH1K1NG,343.1
kabukicho,741.4
渡辺光洋,618.7
阪田竜生,580.1
ulaph4,265.8
Aditya Singh,353.7
llkarill,1050.3
yuichiro miyamae,719.5
Mateusz Pawełczuk,1039.4
jin ryoma,570.5
Katherine Rich,303.6
Maikidantyou(Kusopocket),495.1
Roo333,600.0
Michael Pershin,680.5
Halcy8312,589.5
Geumhwan Hwang,564.5
kimlee,337.7
東京旅行,922.5
salty bear,675.1
Kento Umeda,458.9
Bennett_Y,806.2
RK,1032.7
[ODS] waniz,879.0
Dominic Lo,603.7
chenyZan,749.0
pocky34,709.7
高山龍馬,777.7
Yang Gao,553.2
Mikiya Takada,468.0
vividmind,353.7
TABOUT MHAMED,632.6
peacemonkey,687.9
lveshi,378.1
大田重吉,342.9
ゆんぼぼ,867.8
blanca985,634.3
uhyoppo,681.5
nicolas maine,476.8
VAAAANG,780.5
cocoa_at_jp,173.8
zunzun_ikouze,729.8
taka548,758.2
gakushiai,544.3
Nishanth Rajan,322.4
suk1yak1,835.3
eld,305.7
kakenn,670.9
rinov321,967.5
Poemcourt,806.8
Aliy Elbekov,538.2
hoshimori,710.3
deady_ogae,264.6
pingtian,765.3
Pengfei Zhou,342.4
jiatu.l,836.4
Mindnightdestroy,682.6
daiki_pyonkichi,707.6
Sugiyama Tomoki,725.8
AnDy Trần,353.6
af21081,423.8
Abraham P. Jaison,479.2
AILogDev,551.8
kamonabe,826.9
FromAtom,524.5
naranja1223,950.4
titako0000,851.4
eimanjibot,323.3
カドラバ Kadoraba,1150
ParrotHunter HD,599.7
Baidalin Adilzhan [dsml.kz],866.6
JOTARO WASA,705.7
RedBaseline,532.4
denden12,869.4
Team picoea4rll,423.7
miso,430.0
eiji noguchi,810.3
MS-05 ざこ,901.4
Galactic Adminz,616.2
UrbanFox,494.1
Pokopia,678.5
prime,825.8
和弥江口,277.1
Gilobear,214.4
yayoc,550.0
Hamu.py,929.4
AI Agent By TYMU,702.7
Keiya Yamashita,589.3
sh1nduu,759.8
Giuseppe Lentini,584.1
Aman Sharma,789.9
KINOKO MIURA,869.2
shunkun_san,914.9
HarukiArai,318.1
Kristian,796.4
chamboabi,878.2
岡村卓磨,363.7
chibakee,526.5
keito k4,773.4
sou yamaguchi,852.9
鈴木裕登,812.5
SantaClaws,988.2
NiuNiu,277.8
Sameeigaman,335.4
Kazuhiro Sato,725.2
Akanashi,636.4
Yoshiki Okayama,1029.9
Ten Uchikawa,886.2
koiwashi,954.1
zumi zumi,762.0
Kaito Sugiyama,605.7
岸本蒼唯,602.3
Ryan Rumble,403.3
gawa0000,369.5
puraza,991.0
OBS$E$SED,865.1
Toboggan,702.8
mw,1034.9
Psychic Genesis,968.0
Anamitra_04,468.9
NimaPoke,312.3
williamm,703.3
Seymon Zhang,520.5
Rushil Ramachandran,593.3
XP3RiX,808.7
mizoi,690.0
Garchomp,699.9
Soomana1z,535.6
kenimuku,439.1
Xunden,1001.3
山本卓哉,513.4
milix,1150
Shu Kato,793.4
Libra,980.4
Brista T,94.2
Pradyumna_Official,528.6
suis101,912.2
stellab,454.1
GUOHAOYANG,198.5
aca-ta,1007.1
MoMy,837.6
田口雄大,635.7
yoshikawa,571.2
kuromaru10yen,282.1
The Rocket Science,805.0
atayanZ123,839.0
Team Rocket,1007.4
Blu3s,977.2
STS Works,634.8
結君水鶏口,594.6
秋田優斗,357.3
shadoxi,770.0
Kauê Cezário Cunha,188.6
satofi,696.3
Utakata-SciFi,656.7
nanannan,899.8
Nishant Dahal,564.7
Zhenyu Zhang,943.4
YUZO BABA,599.4
Blair Dupre,684.2
Sol Rogers,771.7
MysMon,830.9
dxjjjjjj,497.5
Hiro Wang,540.5
Benji Bromberg,885.1
Ry_Sa,780.0
TEAM MAGMA,310.9
oggata,669.4
Ivan Kalesnik,601.7
deepika.ss,788.4
Zscorpio,776.4
Ryan,682.0
EmperorGodking,824.6
hida1211,637.0
Packsilog TCG,640.3
孤独のコーヒー,594.3
Nineso,347.8
bacon4423,536.6
taka,963.7
kose maeno,916.6
kokinnwakashuu,788.7
TorNoz,600.0
leocrivels,832.4
Forager,649.3
typeIIIfairy,162.8
P.J Leek,203.0
ondy0705,955.6
NaviCE,538.0
Kan #2,668.2
Apocalypse7,270.1
ttmn,672.1
yuki #4,404.8
hana_c,379.5
Coconnut,589.9
k.wata,239.0
kokomi,802.1
Rishiraj Acharya,628.5
crey joswick,584.5
xue1213,733.2
makimakiver,691.9
Peng Wang,611.8
Денис,809.7
tsubas,332.5
kunugirasuku,407.8
NoOneAhead,874.4
Tyler H,714.5
Wasabi,977.3
Yoshinari Fujinuma,746.4
Akito Matsuyama,610.7
qtarou1111,292.3
KollekTCG,760.4
好吃的台灣拉麵,940.8
James Shi 8808,385.4
Manato TAKAI,523.7
Morro do CPV,402.9
CANGHAI,262.4
TooaimiKa,834.3
Mayu Takagi,745.8
yoshi2no,688.6
Kengo Yoko,662.8
Rohit potdukhe,649.7
rin araya,529.2
すーぱーひとで,934.5
Jane Long,611.0
fanta1127,327.7
Takamasa Muto,781.3
richwomanbtc,875.9
radozaprazny,761.9
ichika17,589.4
Kazama Yusuke,1011.1
genki_hagata,385.3
Pixegami,987.8
magu,976.1
Choruru,976.8
Kokoro0711,688.3
hiro_fumiko,807.4
Yotsuba_4848,717.0
R. Yamada,848.7
TMMT,841.5
Aman Atar,712.2
Honty01,703.4
eryu1225,689.1
Junliang Ye,662.3
Abhinav Kotnala,335.3
keisuketsukagoshi,717.5
shibushun,1039.6
solu199,256.6
Sergei Fironov,799.4
PandaBananas,761.5
supermelon,743.4
b13902103_yuhung94,696.9
osakana_daisuki,597.1
Pokemon Garı Gacıyo,799.3
satouttu,558.7
Amon Shibata,470.3
MORIOKA Tsuoi,676.7
HiroyukiSasaki,983.0
Kasuga,706.1
SamuelSanolume,738.5
Stas Chereshkevich,575.5
RMensinck,682.5
MATSUMOTO Ryutaro,547.7
Enoch Kwak,489.4
yamatchan,645.0
Hack2Publish,892.5
Kohenyan,1150
tk #2,939.3
Penguin,921.2
YangAoTian,915.1
kenn,750.5
baudo828,693.6
aaa,650.0
Sweta Jain,676.9
Yusuke Sakurai77,454.2
渡邊征央,932.9
gagacrow,826.4
Mukesh Patil,306.8
TOM@love,854.1
あかくま屋,556.0
黒田海斗,368.1
rsuet61,831.5
sugayuki_993,777.5
yamayuki_poke,330.0
BOOM,836.5
Hao Boyuan,552.2
Emanuele Sicurella,196.2
wartauk,445.3
Cem Secim,269.8
nao_370,758.4
Gakupide,442.2
ジェニファー,461.6
KHira,449.3
M093.jp,814.7
nao2002_,705.6
jinjaeru,456.1
xinpw8,1047.5
1000PARTY,734.1
Aidle,698.5
Gyoukou,695.3
osugi-1,829.5
Ken Page,735.4
MushaKGL,650.7
MtN,741.4
Sean Jones,699.9
Pensuke,520.7
Lazy Bandit,548.9
Lazaros Avramidis,473.5
venom,769.5
KASSEN inc.,295.1
ne Artem Savchenko,1002.1
whitness00,595.7
BuffaloMike,734.2
Hahnter,782.3
moeuuu,709.8
palsanp,669.7
Yuzuki,975.4
Ryota1216,773.1
SUGI,755.2
miura-iori,622.3
TakosukeAI,689.1
Sugano Yuta,829.4
tomoniyukiwo,263.9
Mark`n,725.8
Fri314,747.5
Koki Kawamura,741.1
K3nsho,735.7
Kazuta MIZUTA,1055.4
chiri.,712.4
jin hiratsuka,713.1
yanto,675.9
mikelou1,1060.0
curosfaiya,222.3
Harsh Patel,580.7
Aphrodite,778.1
Ryan Offstein,950.7
Marron22246,832.8
NIT_PokemonS,691.8
titanascended,869.2
ryo aoyama,522.9
Hayhay2323,743.8
akiyamage,935.5
Fran Milla,905.7
fishymints,711.4
hiroyuki tahuma,900.5
S.Aoki,780.6
DreDree,649.7
Eli C. Lowry,789.6
masuo machidori,855.1
cm391,723.9
Nicholas Low,697.8
Praxel,970.9
namachiya,689.2
EPHEMORIA,779.8
morux2,736.9
KAgent71,668.9
Aiagate,659.0
TakapS,586.1
Hale Obernolte,725.6
Masayuki Ueno,974.9
NukoNiko15,1028.0
tarinta,369.4
AibePC,911.6
skurita,932.1
tetsuro731,841.8
Shunsuke Higashi,615.9
mealck,528.6
Jon Duea,339.7
What’s Next 4,670.4
Ichigo_E,764.6
Yu Tomita,661.3
Bill Xu,548.0
Thomas Vu,377.3
MTL Agent,696.1
tong00,416.0
greengreenpurple,632.3
Haruya Tanaka,725.9
monst_dama,950.9
ikeyu,860.1
szyulian,798.8
sukesuke012,820.9
yusuke emoto,705.0
Josh,311.8
Zak88511,692.3
Kitaev,274.1
CardPilotLab,1009.7
mouriman,853.6
田原,784.6
Yuu K,837.6
Timmy Juicehouse,963.2
carlos marquez,324.4
suwat513,1052.2
Shridipa,567.0
Cipher-integral,600.5
Rajan Nagarajan,958.8
Spacekuma,636.5
szlachetny snieg,636.0
"Yuka,Ota",517.0
tudoumono,432.9
nakotsuko13,467.0
MADICHETTY SAI RUCHITHA,575.2
noki_UNNC,431.1
KakuTakagawa,985.9
Rivals Duo,779.0
Pocha_chachacha,846.3
OOM,978.4
Ericakcc,606.3
Myckel Uribe,1028.8
xiaocidontrun,47.1
AgoniE,697.8
anagosan110,548.3
LORD DREGS,446.5
Aaron Cuellar,531.6
Vu,550.6
pokecard_kaggle,727.7
twakaiki,650.2
islet,877.3
Yugoawawa,547.0
Robotron,776.6
hdttnk,423.7
Kunal Aarse,1026.8
ペンギン,546.3
Amon Suzuki,779.5
Marek Nurzynski,862.1
チャーハン,750.2
sashimi0402,770.0
Ryoma Suzuki,635.5
Javakky,297.3
Kai Buchmueller,669.4
Nozprod,625.4
Benard Otieno,375.6
trail,910.9
ischca,283.3
datawizardd,867.9
QAQA,444.5
tomato414941,1005.4
石sion,889.3
Shiva,819.3
Lemming,683.9
maxwell_ml,924.5
Kamalesh Panda,630.3
Rintaro Moriwaki,768.5
Zach Lindsey,366.9
TOMOYA Tsunakawa,1005.7
Thomas,581.3
ChillR,880.0
cununn,440.5
東　勇介,714.7
WenRuitan21,496.3
tereka,351.8
unprosaiclabyrinth,536.2
ACoder,961.1
TmT,719.1
jongyoon,835.2
Raghav Pant,493.5
Shoh Son,454.7
Feonix Y,446.4
ter4,293.6
Tatsuya Ariga,500.2
ha-sanC4,547.7
MAXIMUMDataScience,476.2
HOMEWORK_L,759.7
kenN2439,940.6
"Pikachu, I choose you!",848.4
怒破餓鬼,695.4
Mokuren Narisawa,942.6
Madhav Suresh,605.2
Zachariah Glad,593.2
Gachimoto,672.5
Shuzo,769.7
Rafiozoo,440.9
C&P,657.8
Johannes Reber,434.6
Ben Desprets,836.9
can_cam,820.3
cata,640.6
Haramball forever!,878.6
Rin'z Uznir,794.9
JmpM,693.6
hiroki kameyama,642.3
Perunari,407.8
gtansu,708.6
Iwa Iwa,1029.6
Kaneko Mio,424.4
YY0422,562.0
kami,690.7
GOTCHA,633.6
shiratama,881.4
ItsukiYamamoto,667.2
Cayce Crushers,477.7
Orion,921.3
Reilly Cooper,608.5
kotsuton,897.2
DavideVNT,470.6
CIARANA,512.2
talkinglion,630.7
okuokuyt,387.6
Klein Houmani,795.5
POPCORN,795.4
なるなる,796.0
Yuji Nomura,641.0
s_a_ai_enginner,894.3
Amalgam,428.8
RairoRapha,963.0
tmizm,952.5
Dakuma,956.7
Hideshima,593.3
Yan Enrique,519.9
Daiki Mukaiyama,361.8
gospellkawa,321.7
asida shun,290.4
shikisoukan,704.1
Obaachan Sensei to AI Gundan,418.7
Dons,540.4
Muhandro,1032.1
Benjp8,489.4
Klenio Padilha,369.6
Gary,532.9
nobker,780.0
yeonggil7,398.8
Shinichiro NAKAMURA,213.8
ZealChou,678.0
しゃけた,683.3
わかくさコーン,758.2
Jack Yeung,807.9
Harigane Ippei,887.0
ega_water,655.7
Kiyo-Dai,691.4
hotpotbro,1018.7
Paddington,414.7
IDG,181.2
Boss's Orders Are All You Need,1033.4
nekokaeru,785.9
Chunibyo,679.3
Bryson Tang,347.5
Tomonari Inagaki,332.1
tonghuicheng,861.2
hosaka kodai,774.2
Benarg,912.4
Andrey Kulakov,812.6
sender1999,539.9
ARNAV PANDEY,408.7
RIIIIIIIteq,614.8
Hiroki Koga,139.5
César Adrián Delgado Díaz,547.5
toshizo,683.8
Parker Morgan,807.0
Heros,635.5
はっししゅう,587.2
nenten,555.6
田中裕大,576.2
Joshua,39.9
naoido,791.9
souyakuchan,734.3
Lukas Simokaitis,646.9
中村友哉,483.0
夯,884.7
Octavi Grau,1000.7
Hibiki Nagadome,400.5
PICNIC,865.4
Ryusei Nishide,797.2
AlizzeZhang,285.9
Mostafa Sherif,411.9
pino,72.7
AEONcorridor,803.8
nick gault,869.3
mapatn,439.1
Asa-sotta,916.9
m09855,530.2
ABfry0620,750.3
Cotini,480.0
TAKAMASA SHIMA,446.2
okayuHY,418.0
uuji-qvp,1150
Adi Kumar,501.3
TTT Is All You Need,1064.4
Komil Parmar,836.6
kaito ide 31,562.6
ayasse,699.6
Gappy,769.3
Iliamna,991.3
Shubham Choudhary,833.0
japan nobu,811.8
Yusei Sakagami,657.8
AKIRA TAKADA,638.8
reitan4742,708.2
hiong-e,317.1
shintacs,598.4
太田颯紀,408.3
Issy,579.7
Xuan Zhang,680.8
mayuki,776.8
Bruno Ramos Martins,530.2
yuki,834.2
FMBRO,661.3
Yaoying Cai,831.7
Yoshinori Sato,314.1
yuto16,359.8
Shuto Sagawa,664.6
nenmaku,458.6
te1111,378.2
takuyay,701.7
Yuta,430.4
kura54,803.0
terassyi,782.2
Mamo,879.7
kokuto k,431.0
kinotako,695.3
Devesh Dua,338.6
TK0227,642.4
InkCartridge,967.5
Oleksandr_Savsunenko,1041.7
kishingo,533.5
TaNiHf,417.3
onigiri_meal,367.7
mhiro2,688.8
kwn mmm,472.7
Vishys,325.5
tamref,755.4
Aisen Lopez-Ramos,711.2
inu1234567,636.1
GoodWill,525.7
Larpmaxxing,302.3
Roman Vinogradov,532.9
pp25,811.8
Gestalt Lab,442.0
長野秀俊,735.3
kabik,720.0
domkade,677.0
ﾖﾈｸﾗ ﾃﾝｾｲne251225,666.2
Anthony Guerrera,584.1
Genocide Hashimoto,393.6
Shivam Gupta,705.2
Albert,615.0
ChampionTCG,598.8
lilylily26,528.2
GreatestCutie,476.2
Yam,788.7
esu_mitsunari,558.1
gon_fox,1077.6
Birusupi,810.2
Luan Pham,549.8
Sophinator,492.4
Lapra5,1033.2
kazunokooo,178.5
Laerti Shabani,164.3
tomworks,839.2
Jeon,625.8
Lumina-jp,287.8
NeckBeard,766.1
Nathan Arellano,636.7
IIDA,863.0
Charles Wallis,622.0
Hanliu0408,978.9
Ayodeji,902.2
Jett Huang,894.1
Daylon Crider,451.4
DaJimmy,1001.7
StackKnight,714.0
Haekal D,453.7
Hare Miyashiro,457.3
Ash,567.8
kfuku,468.5
marusho,407.5
goonew,907.2
JoJo Lerner,391.0
小野修平,658.4
pickles0923,534.0
mewworldorder,446.3
K.Yoshida,886.4
minfaox3,747.4
濱津祐貴,815.6
Masataka Sato,833.6
Wyatt Ethier,185.8
OchiAI820,567.9
皮卡丘战队,713.6
Fitzounet,708.9
ahawd,644.6
cazzie003,338.4
うつせぎ,879.6
takentake,677.4
塩尻祐大,825.8
Takuma_Tsuji,793.2
DiadoraTCG,559.7
DforDragon,546.0
treo_hihihi,585.9
Yuminosuke Sato,679.8
Ishizue Lab,676.6
rian55,825.4
TTKeHH,809.9
D kameT,661.8
takumina,1007.9
Yuki Fukamizu,628.4
shoot0645,610.9
Nicolas Gomasjaya,527.6
Kazutoshi Inoue,653.8
Guenoir,787.6
Aditya Mishra,463.9
Sutieng Sin,226.8
DevAIL,764.0
실험용생쥐,798.4
FOYSAL,892.9
MERO TOKI,1025.3
cannotflypig,725.6
KellersInColorado,739.7
beast in SIMOKITAZAWA,367.4
kohbanye,581.9
Max Manushin,656.8
DeMoN_2202,714.8
Dylan Tartarini,463.0
Manu Iyer,565.8
Chrono IT Channel,431.5
TheDuck,621.0
Skyscraver,882.5
Mojumbo,853.3
I'mAI0320,664.7
たけまる,807.3
mokemokemokemoke,622.1
_vasu_.063,608.7
datnt114,887.9
Alex DR,542.1
hayato240,553.7
soyukke,644.0
ABC Leokin-TV,678.6
GrossmanLabs,420.2
ankounabe114,706.2
Samuel Birocchi,633.2
Tomohiro Kawamoto,723.4
Daikon99,601.3
Yuichi SUZUKI,561.1
CPAO,676.9
THE A TEAM,863.0
SoraTakanashi,743.5
pankit kumar,841.8
Yuki Higashi,442.8
oliver,533.3
三枝木貴浩,1031.7
ZM0526,524.4
Sebastian Lashmet,744.9
CHAEHYUN LIM2,807.2
ryogaga,358.8
sysullf,457.6
kajitake,775.9
TimmyX,735.6
Hiroto Tarora,536.4
torawo_2002,359.7
blackseashark@gcvt,801.4
solenoider,647.2
hakobe,589.9
カワセイ,243.8
Sakito Horie,827.4
Chong Xuan Ng,719.2
Shingo Kotake,699.1
kaykay,517.0
hisa ito,552.0
Sung Heo,624.4
Corey Thompson,470.1
Suuuiiii4,279.3
Nono,529.5
mackerel is all you need,793.6
ポケカ前線,763.8
しょーへー,592.5
Team Rockets MAGIKARP,675.8
firstbreak32,472.7
Samuel Verneri Ojala,800.7
Aaron Fletcher,763.4
Larry,608.1
Klee319,571.8
mi22mi,722.6
Xuemai Xie,529.5
THIRD PTCG Club,1137.3
jeruman,853.7
ezreal77,1087.0
aki,779.1
VMelville,745.8
asahi,773.9
suzy su,509.7
Joe722,345.1
Anvith Pothula,902.0
HughTCG,744.0
yukiharada1228,571.7
S. B.,769.2
Hamish,553.0
Lili Zhang Adams,433.0
Yifang Zhang,562.5
Farley Law,272.0
UJ_shinozaki,529.7
kokatsu,986.9
TakayukiSPIC,568.5
saishi hghr,484.6
失忆的海_,880.5
M Hirano,565.4
Huttonion Inc,758.2
BackFiring,884.4
S RＴmeg7,826.5
Stef Limited,778.4
Misaka Mikoto,881.4
antimaterial,763.6
h_jun,734.5
hacotowha,643.9
Night March,781.6
Masayuki Kimura,644.1
jesus riva,603.6
Naoki Susami,670.9
Minh Ly,602.4
Tatsuya Goto,738.5
Hishi057,590.2
perrodawn,816.1
yshinok,776.5
DaifukuMochi,680.7
ys1997,550.3
Masatoshi Taniguchi,852.7
Sohan,474.0
joshuachoo,752.7
Active Grass Touchers,482.6
Артём Свинобоев,797.7
Tsukuru,777.7
Clawdia Sakamoto,782.9
jwils4,480.3
如月メノウ,969.3
進め！きぺお隊長,984.3
Techolve,403.5
Jesús Martín Fernández,841.0
Robina,939.4
Cowboy P,772.3
Arda Karakaş,716.2
JuhoPark94,582.8
Mathieu W,878.0
Mystique　Kobayashi,288.4
渡邉瑛貴,1036.0
Takuma Ishii,563.9
HIKARU MATSUDA,528.7
Trinity Tea Party,458.9
RNA4219,641.9
Abhi,798.1
AZ,375.6
iwawawawa iwawa,835.6
Challengestone,270.7
kokoa,456.3
norosen,365.0
r0ki3day,902.1
shinichiro uno3,821.8
ArnabKarmakar,566.4
Christian McBride,512.4
まーやん,828.6
y_nakai390,813.7
kmn,697.8
Jiachen Li,870.3
Jaisal K Jain,861.1
ODOP0315,559.1
wen murohy,813.2
むにちゃちゃ,753.3
イチノセ,523.0
yuziri,888.5
trisector,738.7
Jonathan Donham,574.4
Vookmarket,353.6
soranaki0404,746.3
torusuke,743.6
ZihaoKuang,534.1
Bisa 1,838.1
Naoki Osako,860.7
MichiFuna,858.8
Tzuchuan Yang,823.3
shuheitagawa,710.7
Eslam Elzamkan,416.0
harappa,769.9
nugui-nugui,695.2
Deeptanush Kapaka,837.3
win a real gold medal,841.6
Andre Luiz Barbosa,266.1
リュミオーネTom,669.9
saku_tohoku,679.4
tetsu2131,989.3
Marko Rupnik,818.0
Ryoya Tsuruoka,660.6
hayle60,782.9
omoch1...?,985.4
600505-ศิวกร,595.5
AyFukushima,718.8
ちょはん,648.3
SPARSH PATEL,527.3
SEIICHIRO Kojio,657.8
sawasawasawa,878.0
Substitute99,792.4
Tresure,472.5
Kohei #2,655.9
Med.T,368.2
KuroNeko_Game_Club,631.7
pztriatomic,902.6
yukiyuti,379.4
Rijul Gupta,639.5
shimejimeshi,768.6
Alexey Akinshchikov,343.4
kyoumonemui,990.0
ПИКА ПИКА ЧУ ЧУ ЧУ ЧУ ЧУ,1037.8
tenajima,851.1
Ra'uf Fauzan Rambe,799.1
Brian Chuan,673.8
Yichen Ao,773.5
Maxim,527.3
Amarett,274.1
Noppo,821.7
Лукин Алексей,971.4
Ricky Yuen,840.8
Paras Sharma,740.7
Luo,873.4
DOMinators,461.4
Arnav Dagli,484.4
mingjiang,371.9
suzume41,944.5
Simon Holk,247.7
dafujii,733.0
Electro Knight,506.4
pattikamo,858.0
Exodia,863.1
Jingyuan Huang,702.5
Noalith,600.9
Thomas Cook,779.5
Donald Galliano III,172.6
S4nkurero,929.8
Yuulis,548.7
NAKANISHI Yoshiaki,655.6
mk_,789.3
automatylicza,860.8
Hiryu,780.8
monsaraida,997.9
kq5y,824.3
8et4,129.4
Civitas,450.9
Shunji Minode,957.6
Shardul Gharat,683.1
昊天宗乱披风九九归一,929.1
Matthew Y,728.2
Nene Gotanda,675.7
ZEZE,633.6
Jihua Ye,842.4
Ashutosh Agarwal,506.5
insuperabilehart,666.7
Pavel Kerbel,532.6
永谷宏介,778.8
AdityaKrishnamurthy,516.9
nitoyon,636.4
Chris Tiso,487.8
nekukoro,497.1
Ryohei Hara,356.3
EMANUELE MARLIA,596.6
Yusuke Aoki002,568.8
Nobu Hirai,693.9
